date,FL364090005.Q,FL313011105.Q,FL363020005.Q,FL363030005.Q,FL213034003.Q,FL362051005.Q,FL364022005.Q,FL213069103.Q,FL213061103.Q,FL363061705.Q,FL213062003.Q,FL363063005.Q,FL364023005.Q,FL363065005.Q,FL313066220.Q,FL363069005.Q,LM363064105.Q,FL313081115.Q,LM213064203.Q,FL363070005.Q,FL363078005.Q,FL213093003.Q,FL364190005.Q,LM313111303.Q,FL313125003.Q,FL313131003.Q,FL364122005.Q,FL313161105.Q,FL313161705.Q,FL213162005.Q,FL364123005.Q,FL313165403.Q,FL363169005.Q,FL313140003.Q,FL363170005.Q,FL363190005.Q,FL374090005.Q,FL374190005.Q
1977:Q2,370046,41720,31832,52682,0,46,72365,0,40594,24830,6941,0,119137,34978,0,84159,0,5524,0,24428,16422,76,1621299,2674,11081,0,661619,413050,8097,240472,161593,919,160674,10970,63662,709700,307208,1558461
1977:Q3,396427,44809,33621,55002,0,748,78094,0,44335,26402,7357,0,126336,36548,0,89788,0,5767,0,25315,21123,6,1662408,2669,11206,0,681867,429469,7599,244799,172471,894,171577,11069,65709,717417,325856,1591837
1977:Q4,409539,48410,28366,58060,0,-1960,82078,0,47453,26705,7920,0,132081,38362,0,93719,0,5982,0,25448,25304,-13,1700475,2787,11331,0,701589,445890,7556,248143,177182,869,176313,11422,66754,729410,332234,1623170
1978:Q1,431712,53125,20562,62026,0,-1342,89239,0,52265,28415,8559,0,139439,39428,0,100011,0,6274,0,27043,29805,-16,1748164,2837,11441,0,724532,461467,7233,255832,181426,845,180581,11475,68935,747518,346072,1662524
1978:Q2,448953,52744,33031,61825,0,42,95875,0,54489,33040,8346,0,145567,40869,0,104698,0,6416,0,28375,19914,33,1776803,2843,11565,0,738044,462538,7136,268370,182568,818,181750,11781,70721,759281,360542,1688392
1978:Q3,488269,62603,37009,64546,0,492,101700,0,58951,34581,8168,0,155149,43381,0,111768,0,6608,0,29240,25754,108,1816503,2939,11683,0,759240,474270,6584,278386,192385,792,191593,11848,73033,765375,392975,1721209
1978:Q4,507797,64029,32464,66208,0,4345,106093,0,59360,39495,7238,0,161777,45082,0,116695,0,6849,0,31484,31825,131,1862094,2989,11831,0,773495,478139,6221,289135,204224,772,203452,12112,75850,781593,410413,1764710
1979:Q1,523890,64709,21862,69156,0,6979,114572,0,65120,42995,6457,0,167041,48140,0,118901,0,7012,0,32172,38631,191,1898465,4077,12158,0,788688,487732,5593,295363,203601,746,202855,12094,77909,799938,421442,1796017
1979:Q2,549698,76290,33371,65910,0,11036,117753,0,64868,46504,6381,0,175171,51209,0,123962,0,7158,0,33919,26566,229,1922857,4090,12525,0,795614,487581,5146,302887,201350,705,200645,12357,80223,816698,447338,1820497
1979:Q3,604333,107227,38782,66284,0,12190,122199,0,65551,50211,6437,0,181612,54479,0,127133,0,7291,0,35382,30731,272,1963532,4175,12825,0,814398,498750,5070,310578,210099,680,209419,12359,82879,826797,501259,1860458
1979:Q4,648783,138200,32794,65258,0,13685,126995,0,60850,59357,6788,0,189708,58142,0,131566,0,7401,0,37776,35136,188,2007880,4173,13091,0,836596,516104,4938,315554,211529,654,210875,12630,83382,846479,549873,1908970
1980:Q1,663144,138737,22920,67074,0,16721,126886,0,58119,61731,7036,0,197852,62664,0,135188,0,7617,0,39716,43010,209,2046318,5058,13352,0,864871,540619,4874,319378,202552,633,201919,12598,85691,862196,567365,1950539
1980:Q2,702768,178676,30071,63239,0,20302,126537,0,58847,60336,7354,0,206651,67265,0,139386,0,7788,0,40216,26526,154,2067701,5353,13523,0,884245,553831,4685,325729,197181,601,196580,12842,87793,866764,606158,1971091
1980:Q3,738496,185482,36717,62142,0,23330,131233,0,64357,59467,7409,0,214638,71279,0,143359,0,8075,0,42056,31439,128,2113547,5305,13653,0,919249,582379,4573,332297,206401,572,205829,12860,89842,866237,635962,2011013
1980:Q4,726236,158426,29217,63307,0,22064,136201,0,69472,59721,7008,0,222760,75430,0,147330,0,8196,0,44308,36920,122,2156173,5155,13832,0,950972,609679,4445,336848,205646,550,205096,13195,91539,875834,618320,2048257
1981:Q1,736931,143088,30170,65286,0,23083,141599,0,74161,60564,6874,0,232236,79002,0,153234,0,8391,0,46215,42589,221,2221782,6019,14004,0,992357,646299,4391,341667,200668,520,200148,13163,94553,901018,624593,2109444
1981:Q2,708874,118208,29242,62372,0,21677,149675,0,80335,62628,6712,0,241545,82779,0,158766,0,8714,0,47512,24832,270,2248577,5637,14158,0,997250,646256,4232,346762,200489,493,199996,13497,96133,921413,590047,2129750
1981:Q3,729144,120926,34133,62946,0,22340,156897,0,83719,66253,6925,0,248109,85266,0,162843,0,9030,0,48202,20293,332,2303058,5608,14313,0,1028452,668124,4170,356158,207861,465,207396,13473,97424,935927,606821,2180735
1981:Q4,722681,109739,28955,65533,0,18548,161559,0,85335,69085,7139,0,253852,88051,0,165801,0,9338,0,49184,19343,205,2365048,5703,14482,0,1073053,705719,4104,363230,206659,441,206218,13833,98400,952918,598403,2240770
1982:Q1,717961,92994,28408,70276,0,16457,166886,0,93525,65763,7598,0,258350,89758,0,168592,0,9551,0,49902,18299,188,2432409,5454,14637,0,1113123,738577,3506,371040,204152,415,203737,13868,101071,980104,584610,2299058
1982:Q2,717783,89681,27898,69076,0,17950,173971,0,102120,64250,7601,0,264999,91812,0,173187,0,9836,0,51655,4863,172,2481443,5351,14777,0,1136202,749688,3485,383029,204678,383,204295,14232,104583,1001620,575076,2338736
1982:Q3,784713,112883,44398,71263,0,19016,176738,0,99211,69922,7605,0,271819,93166,0,178653,0,10093,0,51943,18766,245,2568251,5254,14912,0,1206608,809587,3443,393578,214377,353,214024,14242,107752,1005106,644664,2428202
1982:Q4,805911,125885,34903,72012,0,21192,178155,0,100592,70180,7383,0,278008,95654,0,182354,0,10345,0,55324,21373,196,2658570,5405,15043,0,1276684,869350,3351,403983,218119,322,217797,14679,109834,1018806,662465,2515124
1983:Q1,812855,117235,29295,72865,0,22818,183298,0,105040,70582,7551,125,282305,96832,0,185473,0,10760,0,55929,27687,145,2735136,5285,15213,0,1340538,925470,3387,411681,215115,307,214808,14707,111795,1032483,663091,2585372
1983:Q2,840575,117375,43721,69041,0,27349,185704,0,107143,71057,7254,250,293957,99491,0,194466,0,10985,0,57468,23579,429,2809849,5234,15392,0,1397870,966482,3344,428044,223605,275,223330,15112,115471,1037165,682718,2651992
1983:Q3,856593,113812,50156,67694,0,34251,186097,0,107744,70347,7506,500,300091,101745,0,198346,0,11334,0,57937,23645,530,2891881,5178,15568,0,1452925,1010312,3320,439293,239620,261,239359,15164,118973,1044453,695540,2730828
1983:Q4,845373,105509,26573,68094,0,35810,191502,0,112493,70054,7955,1000,305708,104760,0,200948,0,11714,0,60589,26952,294,2961419,5130,15732,0,1498268,1044748,3311,450209,243621,241,243380,15637,121959,1061072,677295,2793341
1984:Q1,881637,110192,30547,67009,0,39990,197334,0,115460,71639,8454,1781,311034,106856,0,204178,0,12038,0,62600,37248,443,3046451,5214,15889,0,1556379,1092278,3274,460827,242799,204,242595,15723,126429,1084018,708960,2873774
1984:Q2,891683,106296,33366,67017,0,43165,202966,0,119641,71707,8743,2875,318399,109882,0,208517,0,12349,0,66210,27394,1320,3116424,5052,16113,0,1601676,1121406,3262,477008,248507,180,248327,16177,130970,1097929,712359,2937100
1984:Q3,928994,98773,47193,70690,0,51285,208674,0,120545,75416,8682,4031,325767,111657,0,214110,0,12725,0,67822,30546,2166,3199267,4895,16237,0,1668918,1172606,3255,493057,264995,152,264843,16230,134719,1093273,746446,3016719
1984:Q4,933318,86843,37587,72030,0,56450,210191,0,121603,74572,9016,5000,340645,115862,0,224783,0,13140,0,68781,32527,1698,3293644,4803,16418,0,1730978,1232741,3244,494993,279113,141,278972,16721,136940,1108671,739668,3099994
1985:Q1,981543,94638,30705,78093,0,62069,227909,0,128528,84887,8650,5844,352212,118119,0,234093,0,13475,0,71035,36997,1277,3384462,4857,16588,0,1796457,1277088,3230,516139,288357,116,288241,16757,142047,1119399,775559,3178478
1985:Q2,1015026,91065,44688,76289,0,70920,240408,0,136664,88968,8151,6625,364022,120752,0,243270,0,13815,0,73507,25730,1692,3479702,4891,16783,0,1852723,1310253,3221,539249,308286,96,308190,17226,147097,1132696,791964,3256640
1985:Q3,1054904,93655,36385,77903,0,77950,241529,0,134169,90871,9145,7344,385091,123932,0,261159,0,14151,0,74848,37565,2847,3586264,5191,16924,0,1915246,1348328,3215,563703,332095,83,332012,17282,152125,1147401,823275,3354635
1985:Q4,1162916,93127,51155,80463,0,80556,293848,0,171160,105083,9605,8000,412388,127511,0,284877,0,14441,0,76235,39668,7689,3772256,5382,17052,0,2080243,1425915,3217,651111,359702,72,359630,17829,156329,1135719,867821,3477161
1986:Q1,1162233,95536,29890,83111,0,81362,296120,0,174755,102965,9822,8578,420082,132124,0,287958,0,14649,0,73707,46540,7946,3829502,5577,17207,0,2118026,1461722,3163,653141,359176,61,359115,17859,160726,1150931,862264,3529533
1986:Q2,1204421,99897,47016,81255,0,83252,309292,0,194475,95669,10086,9062,434223,134779,0,299444,0,15043,0,74689,37128,9176,3936264,5770,17330,0,2175391,1488154,3165,684072,389607,52,389555,18355,168062,1161749,874590,3606433
1986:Q3,1256512,121823,50554,79665,0,89866,312309,0,190209,102273,10312,9515,442747,136877,0,305870,86,15758,0,74599,46955,9990,4051179,5945,17438,0,2256931,1553259,3559,700113,392985,40,392945,18428,176378,1183074,926622,3721289
1986:Q4,1276642,110823,53210,79563,0,87638,329305,0,205227,103663,10415,10000,453955,140362,0,313593,219,15923,0,74846,49875,9382,4158416,5993,17567,0,2337166,1608685,3608,724873,422511,36,422475,18871,180461,1175847,923243,3805017
1987:Q1,1290976,121173,26445,82243,0,90319,340066,0,226292,92814,10444,10516,459331,143503,0,315828,367,16112,0,80712,52931,9245,4205527,6299,17735,0,2382623,1624673,4594,753356,430315,27,430288,18998,185236,1164321,908684,3823235
1987:Q2,1335592,129862,62439,80817,0,92142,338956,0,223205,94242,10446,11063,465822,146319,0,319503,500,16394,0,82426,46503,9655,4270094,6262,17889,0,2421714,1646764,4127,770823,444455,25,444430,19487,189028,1171259,951366,3885868
1987:Q3,1347828,130985,55328,79500,0,97656,345853,86,223789,100018,10381,11579,464564,142039,0,322525,609,16801,0,84433,49756,10538,4336355,6270,18006,0,2463408,1663907,3901,795600,463515,22,463493,20518,194021,1170617,959280,3947807
1987:Q4,1367812,137931,42802,82206,0,97453,349606,219,218286,108896,10205,12000,476327,143765,0,332562,687,17134,0,86591,50749,13261,4488125,6951,18177,0,2534454,1711632,5144,817678,489836,21,489815,20076,198027,1220604,975083,4095396
1988:Q1,1371068,132468,44829,85635,0,93931,352401,367,224149,105533,10039,12313,479729,145206,0,334523,796,17413,0,88402,58429,6518,4555081,6797,18339,0,2575833,1743989,5021,826823,494098,21,494077,20097,203310,1236607,969810,4153823
1988:Q2,1377178,126534,67838,81329,0,97598,350388,500,216499,110888,10000,12501,483408,145196,0,338212,1000,17711,0,89389,44884,7227,4608566,6421,18501,0,2600936,1755942,6952,838042,505785,22,505763,20617,208547,1247759,980439,4211827
1988:Q3,1384285,115260,71769,82488,0,101784,356248,609,208255,124609,10086,12689,475189,144534,0,330655,1297,18036,55,88354,57204,6829,4691138,6322,18637,0,2660641,1786803,12176,861662,514466,20,514446,20654,212379,1258039,1003344,4310197
1988:Q4,1383192,117071,61410,81885,0,98576,368434,687,212746,131713,10288,13000,466977,146664,0,320313,1688,18448,94,91439,59662,7424,4789708,6593,18799,0,2731000,1824433,22578,883989,531604,16,531588,21249,216800,1263663,999648,4406164
1989:Q1,1385668,113362,37851,84732,0,108021,369769,796,201494,143527,10514,13438,466958,148227,0,318731,2110,18709,211,93878,73478,7075,4881112,6334,19036,0,2771007,1856155,22284,892568,533705,15,533690,21271,222285,1307474,1009864,4505308
1989:Q2,1416550,110086,69787,82478,0,115996,381200,1000,202594,152932,10673,14001,469905,149255,0,320650,2500,18966,500,96231,55084,7651,4933570,6107,19253,0,2785328,1861784,23567,899977,544837,14,544823,21798,228691,1327556,1037890,4554910
1989:Q3,1427265,108518,62430,80757,0,123160,389423,1266,201227,161595,10771,14564,470988,150547,0,320441,2875,19280,945,96829,60793,8579,5029119,6270,19425,0,2835166,1892480,25342,917344,562482,13,562469,21790,233256,1350730,1047886,4649740
1989:Q4,1446725,115115,53978,80906,0,128316,395825,1563,205817,162629,10816,15000,477042,152246,0,324796,3250,19621,1531,98118,63597,8791,5160041,6439,19627,0,2898306,1942516,24197,931593,592579,13,592566,22406,237217,1383467,1058052,4771368
1990:Q1,1473598,109432,40691,81400,0,129613,417731,1954,237602,151991,10871,15313,488502,160834,0,327668,3625,19945,2226,99875,72199,9151,5279770,6373,19841,0,2936279,1955020,31590,949669,626464,14,626450,22402,237751,1430660,1052595,4858767
1990:Q2,1492899,106472,59026,78428,0,133209,421680,2500,240719,151960,11000,15501,500665,172811,0,327854,4000,20252,3000,101621,55669,10301,5357080,6486,20066,0,2978853,1985110,32933,960810,639555,11,639544,22950,242321,1446849,1067730,4931911
1990:Q3,1532507,118826,60460,77341,0,134664,427904,3180,246011,151795,11229,15689,513979,187627,0,326352,4375,20713,3867,102065,59576,8868,5511793,6823,20221,0,3047292,2043898,32603,970791,658248,10,658238,22985,245025,1511199,1104447,5083733
1990:Q4,1530240,113395,54351,76649,0,137868,432320,3969,249735,151033,11583,16000,513589,193074,0,320515,4750,20925,4844,98832,59192,10299,5627214,6970,20402,0,3127318,2117196,32350,977772,690872,10,690862,23594,244328,1513730,1098454,5195428
1991:Q1,1551499,106499,58795,78735,0,133505,442361,4899,256239,152905,11896,16422,520779,204095,0,316684,5125,21208,5899,96442,67654,11104,5690109,6596,20574,0,3183044,2165271,26350,991423,693386,11,693375,23655,244929,1517925,1114404,5253014
1991:Q2,1566003,109444,70369,74434,0,137111,444566,6000,255815,153813,12000,16938,530342,213303,0,317039,5500,21633,7000,96564,54296,11373,5800569,6441,20749,0,3239291,2204987,24800,1009504,707545,10,707535,24227,248902,1553414,1127765,5362331
1991:Q3,1571199,106007,57557,72093,0,137538,466358,7336,272115,157515,11907,17485,527392,216661,0,310731,5875,21974,8156,97068,54767,9941,5950926,6703,20886,0,3363850,2308289,17602,1037959,721786,10,721776,24118,252668,1560915,1119256,5498983
1991:Q4,1608823,103801,85155,66846,0,141409,477119,8969,275798,162725,11627,18000,523896,212011,0,311885,6250,22429,9375,96599,55485,13922,6091652,7008,21014,0,3477821,2390681,18556,1068584,748137,10,748127,24790,252483,1560399,1151647,5634476
1992:Q1,1605167,103561,55567,68162,0,137618,490736,10617,302227,148155,11284,18453,526164,216201,0,309963,6625,22743,10656,96562,70096,10133,6259596,6721,21135,0,3560118,2473821,15765,1070532,744895,10,744885,24674,255181,1646872,1123816,5778245
1992:Q2,1614366,104047,83123,62739,0,144878,482642,12000,273703,166627,11000,19312,525507,211646,0,313861,7000,23049,12000,95397,52960,11680,6411101,7012,21253,0,3628553,2532517,15862,1080174,759312,8,759304,25287,260164,1709520,1157803,5954538
1992:Q3,1622693,105844,94851,63292,0,144973,488319,13156,271740,172507,10751,20165,513999,204318,0,309681,7375,23430,13406,92948,55736,8690,6557842,7216,21338,0,3717968,2606080,18119,1093769,774503,8,774495,25454,263054,1748309,1172682,6107831
1992:Q4,1577610,95671,69866,58135,0,143053,485074,14125,264645,174902,10502,20900,505676,200026,0,305650,7750,23856,14875,93032,57970,10641,6673475,6737,21447,0,3787021,2683010,18786,1085225,799205,8,799197,26229,264028,1768808,1139063,6234928
1993:Q1,1586652,99585,59152,61801,26,147047,491472,15036,282428,161627,10257,22124,498053,195635,0,302418,8128,24079,16412,92508,71989,3274,6769885,6848,21573,0,3859848,2737390,19576,1102882,795790,8,795782,26232,268821,1790773,1132587,6315820
1993:Q2,1614995,110926,100940,57799,53,145255,504773,16011,288608,166518,10007,23629,489972,187122,0,302850,8506,24359,18013,91559,49451,270,6892446,6877,21705,0,3935824,2786667,20596,1128561,815972,8,815964,26872,274119,1811077,1153947,6431398
1993:Q3,1605760,104780,93084,58382,105,147749,504250,16989,271637,180726,9759,25139,481150,182792,0,298358,8891,24606,19676,92619,54815,2003,6971920,6949,21866,0,3997580,2829297,24654,1143629,830001,7,829994,26941,279910,1808673,1165476,6531636
1993:Q4,1612912,111595,92368,55831,158,154787,500578,17901,271252,175367,9503,26555,470863,179436,353,291074,9286,24999,21391,94245,60511,4008,7090358,6730,22095,0,4082378,2911911,26585,1143882,854995,6,854989,27622,281988,1814550,1173549,6650995
1994:Q1,1610402,114866,86102,58754,211,150898,498355,18882,273693,168599,9254,27927,455889,174922,350,280617,9673,25221,23185,93252,75012,6017,7203816,6921,22318,0,4131726,2964629,26259,1140838,845912,6,845906,27628,286368,1882943,1172801,6766215
1994:Q2,1590077,113576,92882,55924,316,147691,501508,20082,269710,173359,9037,29320,452493,174777,354,277362,10041,25583,25103,94287,49307,8033,7249569,7096,22528,0,4127265,2971742,27438,1128085,854858,6,854852,28307,291363,1918152,1158710,6818202
1994:Q3,1587076,116109,75268,57278,421,140718,508284,21575,262184,184965,8844,30716,449823,177275,558,271990,10376,25979,27255,94999,55743,11725,7299677,7189,22779,0,4155295,3011491,28162,1115642,866204,6,866198,28405,294924,1924881,1168975,6881576
1994:Q4,1587851,110149,69905,58490,527,140057,490108,22440,239010,187873,8667,32118,457579,174446,6865,276268,10670,26429,29298,95908,60899,25104,7374392,7153,22994,0,4198765,3074079,26743,1097943,886557,6,886551,28890,297780,1932253,1198000,6984541
1995:Q1,1612799,117223,55603,63907,597,135944,503305,24204,229311,207483,8507,33800,448062,174732,6874,266456,11005,26741,31595,96324,84770,22148,7423449,7646,23226,0,4257186,3147620,26436,1083130,870423,6,870417,28940,300452,1935576,1242408,7053058
1995:Q2,1623514,115448,100957,61649,792,128564,467743,26447,194472,202344,8385,36095,442818,172545,6211,264062,11544,27018,33791,96395,54254,63658,7441168,7686,23490,0,4273964,3172695,26838,1074431,880510,6,880504,29371,304023,1922124,1289881,7107535
1995:Q3,1610071,114314,79486,63754,835,132086,447230,35286,192952,174033,7269,37690,433784,170528,7166,256090,20246,27421,34751,97196,60381,77991,7438730,7380,23760,0,4275155,3199633,26940,1048582,888672,6,888666,29445,307970,1906348,1286265,7114924
1995:Q4,1576982,112316,65084,67363,960,141654,425455,39850,187608,153361,5178,39458,412682,168671,9182,234829,26739,27947,35430,100383,60095,80418,7483208,7283,24003,0,4313091,3247828,28223,1037040,885634,6,885628,29909,310539,1912749,1270044,7176270
1996:Q1,1615901,117831,62969,72596,1011,160769,431736,42308,189523,152530,4109,43266,412294,165812,11536,234946,31055,28385,36221,101257,83024,55555,7559888,7159,24269,0,4386746,3326813,27643,1032290,883434,6,883428,30001,315285,1912994,1315964,7259951
1996:Q2,1615592,113478,82937,75618,1004,168664,441461,51074,187769,151312,4854,46452,415580,165914,13039,236627,36950,28762,39602,102287,54884,33356,7553801,7072,24520,0,4364471,3302754,28205,1033512,895832,5,895827,30609,321224,1910073,1314755,7252964
1996:Q3,1626321,112020,85813,76387,1020,165450,418026,54801,170209,139557,4618,48841,414501,165609,15529,233363,41521,29195,41007,103076,62495,58284,7603005,7052,24744,0,4386370,3344692,27437,1014241,907320,4,907316,30648,326559,1920312,1345187,7321871
1996:Q4,1637984,107010,78937,77227,1083,168927,391088,60479,157802,117763,4701,50343,419100,167041,17671,234388,47524,29781,41582,106894,69220,82075,7647178,7045,24966,0,4435071,3387118,26613,1021340,934201,2,934199,30526,329879,1885490,1369362,7378556
1997:Q1,1681385,104708,78005,80505,1180,170078,374613,66304,145402,110470,4493,47944,428434,165793,20512,242129,50261,30208,41125,107655,92122,108130,7736344,6795,25157,0,4483477,3433093,26258,1024126,932140,0,932140,31236,333064,1924475,1416480,7471439
1997:Q2,1702120,100265,98378,80062,1234,168054,383790,68020,137364,123331,4605,50470,433479,166697,22885,243897,61006,30619,39384,109729,60248,121317,7598956,6801,25274,0,4425181,3361985,26319,1036877,943269,0,943269,31787,336903,1829741,1442215,7339051
1997:Q3,1798164,100266,89946,82465,1328,170972,364261,72317,125217,111907,4061,50759,444926,166912,25614,252400,71464,31034,36428,108246,133217,148850,7567509,6689,25402,0,4440714,3369532,26089,1045093,962653,0,962653,31763,339185,1761103,1546489,7315834
1997:Q4,1809974,85956,84438,84176,1407,169177,365272,75173,117064,117265,3962,51808,459127,168244,27635,263248,79669,31370,34169,109997,131106,155520,7657725,6611,25543,0,4481501,3388018,26526,1066957,1001937,0,1001937,32263,341084,1768786,1554879,7402630
1998:Q1,1898851,91035,77145,89394,1484,177678,350024,80541,100589,111995,3556,53343,479062,168964,31397,278701,88981,31755,30989,112905,156564,193281,7629002,6545,25664,0,4512029,3399328,25918,1086783,1005891,0,1005891,32443,344458,1701972,1645592,7375743
1998:Q2,1957721,89972,124838,90671,1704,172355,379999,79250,105362,134884,3054,57449,498956,170119,33586,295251,95633,32199,33513,113158,121893,183463,7612882,6524,25786,0,4438783,3302345,25558,1110880,1032603,0,1032603,33096,348267,1727823,1684253,7339414
1998:Q3,1959775,89914,86973,93100,1861,171480,397601,82315,109507,143243,3099,59437,510047,169818,36992,303237,85995,32612,26934,116187,130772,194599,7797664,6719,25991,0,4405433,3265085,25455,1114893,1056181,0,1056181,33099,353014,1917227,1672393,7510282
1998:Q4,1992286,85894,66799,99872,4201,180226,440097,90519,120421,160714,3331,65112,516034,177356,36516,302162,102777,32950,35602,118509,125805,159164,7708289,6899,26270,0,4454186,3292049,28501,1133636,1084653,0,1084653,33555,354433,1748293,1693127,7409130
1999:Q1,2057318,85140,69481,102539,4298,176909,463948,94835,126163,171568,3412,67970,522532,178212,40636,303684,102772,33344,35430,122191,152399,160914,7752285,6653,26638,0,4479275,3298489,28118,1152668,1075695,0,1075695,33724,360414,1769886,1750176,7445143
1999:Q2,2089983,80617,103107,105070,4374,174998,486179,98797,131435,181906,3476,70565,530432,178694,42787,308951,102189,33800,35053,124456,132550,153482,7625665,6545,27004,0,4380356,3187031,28268,1165057,1089262,0,1089262,34398,368475,1719625,1772283,7307965
1999:Q3,2162843,90684,104845,108989,4449,174699,508812,102821,136789,192466,3541,73195,564070,212395,46457,305218,101505,34129,34634,127194,135523,151000,7760251,6799,27457,0,4367802,3172959,28276,1166567,1099692,0,1099692,34455,375694,1848352,1844260,7441668
1999:Q4,2222538,86286,134697,114233,4605,175780,541478,108844,144801,206927,3671,77235,558837,215102,47988,295747,102545,34401,34794,127801,140674,145812,7675592,6725,28013,0,4421900,3221095,28284,1172521,1124109,0,1124109,34956,383095,1676794,1899848,7352902
2000:Q1,2235924,85529,92118,118299,4688,173695,566193,113239,150648,218456,3742,80108,558805,214614,52264,291927,101804,34731,34339,132113,169464,143921,7661912,6599,29003,0,4405565,3201973,27768,1175824,1105188,0,1105188,35248,395349,1684960,1911139,7337127
2000:Q2,2234081,88833,104982,121227,4732,170282,586740,116785,155366,228434,3782,82373,557505,213892,54105,289508,100168,35128,33577,134438,140650,137974,7585240,6552,29979,0,4225468,3014524,28227,1182717,1113064,0,1113064,35904,402834,1771439,1905999,7257158
2000:Q3,2255738,84199,98755,126657,4811,168171,611809,121216,161263,240222,3850,85258,552593,212470,58542,281581,99171,35444,33023,136856,149502,138550,7565515,6359,30811,0,4174505,2970228,27621,1176656,1118451,0,1118451,35958,410508,1788923,1928517,7238294
2000:Q4,2223796,82338,71906,125711,4847,164612,632197,124707,165908,250221,3886,87475,549796,211851,59662,278283,97289,35839,32168,138013,148271,123322,7744026,6384,31643,0,4161133,2944782,27326,1189025,1126784,0,1126784,36396,413707,1967979,1894105,7414335
2001:Q1,2269491,79542,74305,130206,4903,160335,654984,128662,171169,261207,3934,90012,552918,210623,64386,277909,95681,36352,31401,142621,165754,124143,8034815,6177,32271,0,4207363,2964368,26767,1216228,1139836,0,1139836,36555,423257,2189356,1932557,7697881
2001:Q2,2313393,83040,96390,136304,5026,158890,687419,134493,178926,276109,4038,93853,555228,211682,66683,276863,95300,36822,31027,147430,137156,126143,7892660,6103,32670,0,4082193,2804731,27048,1250414,1153421,0,1153421,37148,431020,2150105,1968138,7547405
2001:Q3,2341312,89502,97200,139146,5026,154838,703505,137111,182410,284492,4044,95448,549029,208615,70765,269649,92532,37157,29869,151088,152664,118756,8245196,6316,32957,0,4167235,2883903,26960,1256372,1156210,0,1156210,37155,440421,2404902,1999606,7903490
2001:Q4,2359967,83102,119979,142123,5140,152164,736144,142944,190171,299612,4142,99275,548063,209917,72470,265676,91828,37460,29372,151332,135251,107588,8283201,6157,33017,0,4261952,2940792,26777,1294383,1186635,0,1186635,37781,443880,2313779,2010437,7933671
2002:Q1,2344139,92066,77593,149716,5167,147629,756632,146403,194773,309839,4169,101448,544611,208339,76092,260180,89472,37887,28339,152220,141095,102066,8386205,6109,33630,0,4336780,2994298,26328,1316154,1172584,0,1172584,37713,452246,2347143,1994910,8036976
2002:Q2,2369562,95878,108476,146101,5191,144902,776900,149815,199312,319994,4195,103584,545332,206416,76396,262520,87041,38231,27279,151361,129234,91269,8683615,6519,33995,0,4405301,3012323,26775,1366203,1184118,0,1184118,38713,461289,2553680,2013983,8328036
2002:Q3,2442049,98783,132190,155493,5189,139778,793277,152474,202850,328555,4199,105199,547990,203645,80449,263896,84153,38569,26075,148987,162101,85896,8969069,6481,34315,0,4513408,3096826,27170,1389412,1200003,0,1200003,38684,468528,2707650,2081215,8608235
