date,FL364090005.Q,FL313011105.Q,FL363020005.Q,FL363030005.Q,FL213034003.Q,FL362051005.Q,FL364022005.Q,FL213069103.Q,FL213061103.Q,FL363061705.Q,FL213062003.Q,FL363063005.Q,FL364023005.Q,FL363065005.Q,FL313066220.Q,FL363069005.Q,LM363064105.Q,FL313081115.Q,LM213064203.Q,FL363070005.Q,FL363078005.Q,FL213093003.Q,FL364190005.Q,LM313111303.Q,FL313125003.Q,FL313131003.Q,FL364122005.Q,FL313161105.Q,FL313161705.Q,FL213162005.Q,FL364123005.Q,FL313165403.Q,FL363169005.Q,FL313140003.Q,FL363170005.Q,FL363190005.Q,FL374090005.Q,FL374190005.Q
2002:Q4,2469897,102972,107471,167952,5282,122251,829427,157968,210159,343275,4280,113745,557669,204875,80490,272304,82753,38851,25325,150630,164211,80245,9190819,6661,34597,0,4647293,3181716,27275,1438302,1227935,0,1227935,39354,472655,2762324,2092460,8813382
2003:Q1,2478916,101563,81089,165354,5279,122668,829029,157886,210049,343096,4277,113721,553248,202385,83129,267734,82710,39203,25312,163938,197048,76588,9361523,6731,34798,0,4785977,3293980,26880,1465117,1206682,0,1206682,39373,502921,2785041,2106110,8988717
2003:Q2,2554340,104649,101583,175346,5442,130107,877162,167102,222313,363126,4528,120093,551163,210090,82164,258909,87538,39597,26790,165678,175419,77543,9522259,6864,35065,0,4903738,3356764,27009,1519965,1211393,0,1211393,39793,528112,2797294,2177376,9145295
2003:Q3,2590114,115749,112960,160731,5634,132758,893987,163361,230184,372507,4805,123130,560988,211944,83311,265733,88958,39881,27651,164575,170740,78328,9685912,7005,35273,0,4994518,3438700,27023,1528795,1246615,0,1246615,39930,553795,2808776,2197046,9292844
2003:Q4,2697339,121504,121864,162223,6060,138667,944901,163380,247639,397091,5292,131499,563281,214487,82366,266428,93934,40154,29657,167748,187809,82202,9797685,7281,35468,0,5137457,3553832,24866,1558759,1279013,0,1279013,40480,573570,2724416,2285542,9385888
2004:Q1,2799652,127529,89076,170227,6382,144430,993525,168275,263131,418118,5751,138250,578474,218812,85403,274259,97968,40460,31417,177132,221274,85193,10803674,7254,35761,0,6062790,3702839,25132,2334819,1251879,0,1251879,40468,589579,2815943,2365315,10369337
2004:Q2,2732512,118022,108513,165068,6330,135684,954412,165549,252908,398277,5648,132030,582555,219681,84728,278146,92425,40937,30106,181200,202387,79855,10957634,7184,36039,0,6159316,3736774,24221,2398321,1267653,0,1267653,40940,602483,2844019,2302682,10527804
2004:Q3,2829486,125271,95155,170682,7005,148500,1041654,166616,282338,440687,6437,145576,583136,222291,87140,273705,101279,41756,33511,182309,177875,86928,11307228,7197,36279,0,6278754,3822244,24183,2432327,1280696,0,1280696,40994,613500,3049808,2372642,10850384
2004:Q4,2743720,127529,85419,174358,6630,133805,977125,178315,258358,399726,6008,134718,586763,225664,86074,275025,90971,42006,30577,186705,190868,77553,11295887,7609,36434,0,6419946,3919926,24261,2475759,1316690,0,1316690,41566,618929,2854713,2308680,10860847
2005:Q1,2793517,126281,91961,172849,6771,129299,971312,183866,256061,392739,6070,132576,600023,224936,89425,285662,88504,42330,30219,191150,238528,74928,11630362,7402,36545,0,6616304,4062682,24076,2529546,1327310,0,1327310,41567,637343,2963891,2342303,11179148
2005:Q2,2911128,127926,104976,171469,7300,136897,1044220,191851,278906,424109,6734,142620,625776,224106,88936,312734,94628,42660,32824,200319,213206,79543,11743258,7137,36615,0,6592804,3992064,23730,2577010,1351365,0,1351365,41985,655263,3058089,2408561,11240691
2005:Q3,3061927,133966,98579,178495,8146,150107,1149200,200238,312485,471136,7680,157661,646331,224088,91715,330528,104072,42922,36675,207799,191365,86845,11937102,7102,36429,0,6671735,4044797,23636,2603302,1385771,0,1385771,42055,673230,3120780,2506054,11381229
2005:Q4,3130000,142385,109347,186050,7671,151102,1169686,211310,316982,473900,7925,159569,654768,224123,89822,340823,103630,43144,37103,213366,207241,85830,12121034,7003,36540,0,6806763,4143058,23835,2639870,1428502,0,1428502,42702,684512,3115012,2558903,11549937
2006:Q1,3106367,160565,79126,189653,7891,139995,1119229,218824,299164,443541,7604,150096,677918,228425,110095,339398,96008,44433,34924,212968,246557,78907,12184124,7059,37879,0,6966605,4297584,23582,2645439,1416284,0,1416284,42778,696436,3017083,2554065,11631822
2006:Q2,3185366,169048,115455,191309,8328,143493,1163902,227756,312678,459759,8076,155633,690647,234111,109606,346930,98501,44565,36407,219063,205194,80319,12295115,7248,37990,0,6919410,4211505,23639,2684266,1432308,0,1432308,43333,712396,3142430,2611670,11721419
2006:Q3,3298451,165358,119598,203118,8946,150999,1241100,241283,335936,489930,8811,165140,693067,239080,110459,343528,103882,44873,39014,219730,206968,84022,12389226,7234,38084,0,6984793,4257879,23385,2703529,1444631,0,1444631,43470,721674,3149340,2703797,11794572
2006:Q4,3390527,174137,108171,212035,9757,154550,1292001,253797,350683,507307,9336,170878,716083,243890,108664,363529,106448,45083,40624,210727,219070,85381,12510562,7371,38206,0,7076976,4297561,23509,2755906,1494068,0,1494068,44204,725013,3124724,2761663,11881698
2007:Q1,3546134,181995,78588,216807,10627,163132,1372959,260455,377848,542235,10206,182215,747432,247005,112177,388250,112582,45363,43661,214010,253016,89531,12828834,7399,38371,0,7262662,4423714,23180,2815768,1505357,0,1505357,44565,743595,3226885,2864723,12147423
2007:Q2,3466563,179123,93040,218138,11623,151761,1324499,274811,358174,509930,9811,171773,770104,250164,111854,408086,104754,46516,41286,219096,207891,82574,12674290,7426,38521,0,7183633,4294495,23156,2865982,1513935,0,1513935,45132,766909,3118734,2785355,11993082
2007:Q3,3678830,203595,141517,230407,13742,165189,1402692,242362,397981,562161,11050,189138,769479,252525,115000,401954,114251,46594,45764,222856,216834,89245,12915820,7627,38639,0,7308067,4403060,22953,2882054,1527683,0,1527683,45116,782958,3205730,2961533,12198523
2007:Q4,3710597,227501,131524,249522,15701,166121,1418491,233911,408227,572155,11484,192714,767777,255194,115657,396926,115029,46664,46830,219759,199926,89017,13203831,7742,38681,0,7447426,4493689,23139,2930598,1569368,0,1569368,45769,791114,3303731,2985765,12478999
2008:Q1,3724208,254001,112833,251604,18273,162044,1406220,233863,405622,564128,11557,191050,768393,257557,121100,389736,112181,46752,46422,218823,222579,85982,13678810,8057,38679,0,7669224,4691656,23458,2954110,1556330,0,1556330,45682,819834,3541004,3008698,12963300
2008:Q2,3599372,253108,123043,245363,18684,154643,1361338,229627,393304,542828,11346,184233,762845,260943,122355,379547,106761,47804,44908,218678,163176,81020,13761275,8004,38677,0,7640190,4656134,23521,2960535,1550145,0,1550145,46170,855314,3622775,2907327,13069230
2008:Q3,3902635,240714,442034,250116,19713,148257,1306732,204820,383670,528843,11202,178197,757985,261987,131000,364998,102214,47909,43708,216376,233885,76780,14660015,7630,38675,0,8172462,5192997,23098,2956367,1559301,0,1559301,46054,866105,3969788,3235053,13992433
2008:Q4,4096418,236779,452779,267368,22993,140419,1319546,211070,369259,556436,10908,171873,760900,266572,135152,359176,285223,47970,41972,208226,222265,71762,15718513,7547,38674,0,8750975,5757055,23346,2970574,1609132,0,1609132,46747,851453,4413985,3454215,15076310
2009:Q1,4040266,248746,350437,280640,22342,129955,1285426,188411,348518,577009,10413,161075,785485,273912,146888,364685,313283,48083,39527,202806,248798,65750,16425418,7325,42261,0,9249251,6227207,22548,2999496,1583278,0,1583278,46689,843587,4653027,3428369,15813521
2009:Q2,4241293,253808,422333,269727,20853,143654,1433561,169665,393829,677908,11897,180262,816731,280836,154260,381635,256734,49363,44569,204758,229642,72097,16778621,7605,42427,0,9626478,6571808,22274,3032396,1581872,0,1581872,47204,843118,4629917,3589537,16126865
2009:Q3,4397489,318333,363992,275652,19012,149523,1520501,155490,423296,736208,12926,192581,860217,288094,183213,388910,263441,49420,47800,181783,245637,75163,17060860,55953,42564,0,10044561,6968783,23202,3052576,1578764,0,1578764,47239,842096,4449683,3731536,16394907
2009:Q4,4345026,342194,296514,278543,17858,146775,1536966,151574,424301,756554,13093,191444,919821,296885,232650,390286,170227,50431,47812,182223,257850,73046,17380789,55364,42691,0,10368157,7232689,23495,3111973,1639997,0,1639997,47845,835124,4391611,3679956,16715719
2010:Q1,4486862,347698,318451,284678,17554,148411,1553826,144353,438602,761282,13673,195916,975376,302098,247758,425520,154578,51736,49320,186905,300480,73173,18003558,53618,42745,0,10876896,7714997,23581,3138318,1625884,0,1625884,47750,852530,4504135,3805364,17322060
2010:Q2,4488745,379856,391157,267664,17954,141739,1501945,137586,428087,732457,13478,190337,991497,307649,264795,419053,149534,54017,48039,187430,264723,69176,18652494,52228,43205,0,11218320,8059428,23850,3135042,1629828,0,1629828,47927,866203,4794783,3822536,17986285
2010:Q3,4671278,399189,409020,271125,19244,148492,1571429,140896,457696,755877,14550,202410,1048876,315766,323981,409129,155625,54805,51257,190541,253632,71601,19079962,54958,43413,0,11623819,8457152,23971,3142696,1639136,0,1639136,48092,873818,4796726,3984811,18393495
2010:Q4,4830222,424361,451109,278128,20679,148803,1582520,142119,468675,750667,15041,206018,1096687,321777,363784,411126,155216,55282,52381,194470,273686,70940,19559035,54387,43542,0,12046028,8822662,24161,3199205,1703535,0,1703535,48707,882493,4780343,4131780,18860593
2011:Q1,4692393,432840,226863,281114,20427,142771,1549286,152339,458548,722832,14852,200715,1144543,325180,413923,405440,163187,56339,51148,199220,325792,67116,19795297,55993,43790,0,12294725,9090815,24459,3179451,1682297,0,1682297,48777,894621,4775094,4014150,19117054
2011:Q2,4639190,450921,249991,276761,20429,137446,1481447,145981,450551,673939,14724,196252,1157613,330249,430571,396793,163349,57847,50157,204006,286895,63728,20025042,56521,43953,0,12465378,9295140,24498,3145740,1592135,0,1592135,49209,913410,4904436,3980997,19366849
2011:Q3,4554868,479503,171601,282446,20293,135473,1423828,137745,446384,628374,15065,196260,1201992,332835,472791,396366,155540,58254,49823,205289,263465,65874,20673364,55150,44082,0,12752959,9588341,24982,3139636,1694247,0,1694247,49498,920535,5156893,3910963,20029459
2011:Q4,4650919,455311,210329,295907,21074,139417,1439540,134976,469927,610743,16360,207534,1224017,335544,494759,393714,158915,58384,52586,204760,272369,72216,21024935,54219,44198,0,13091064,9906085,25268,3159711,1764474,0,1764474,49970,929864,5091146,3983995,20358011
2012:Q1,4689887,490202,165209,315375,19688,138502,1381974,138408,460282,561843,16513,204928,1276642,335967,531393,409282,146947,58150,51638,208311,318680,73533,21271985,54707,44389,0,13493479,10306692,24433,3162354,1750290,0,1750290,50076,945509,4933535,4028002,20610100
2012:Q2,4701526,472347,210757,309080,18652,136962,1364569,128851,464164,549291,16884,205379,1314684,336417,558492,419775,141506,59810,51419,209331,289270,75804,21622589,53593,44517,0,13693102,10490548,24468,3178086,1771031,0,1771031,50436,959514,5050396,4026016,20947079
2012:Q3,4850956,519654,199472,321907,18399,141335,1420024,120849,495559,568575,18216,216825,1352215,336351,602207,413657,143586,58356,54075,214695,274316,82412,21845126,54463,44635,0,13921220,10723156,24394,3173670,1787966,0,1787966,50381,964846,5021615,4146264,21140434
2012:Q4,4773294,488484,214234,328969,18864,136792,1380944,113650,491323,545496,18203,212272,1322795,335434,622248,365113,139272,57085,52715,212965,287854,82942,22185124,54277,44751,0,14224642,11027944,24879,3171819,1811393,0,1811393,50257,980910,5018894,4084790,21496620
2013:Q1,4901422,471645,199156,333971,17986,142595,1438491,138542,496678,561626,19506,222139,1363706,335563,665236,362907,142072,55603,55153,212294,330884,89478,22664099,52945,44971,0,14577536,11373129,24626,3179781,1814684,0,1814684,50298,986256,5137409,4210641,21973318
2013:Q2,4777851,365588,252212,332949,17745,139064,1399288,129166,493599,539087,19475,217961,1376437,333442,680570,362425,138359,57219,53805,218016,289961,89900,22907742,53113,45147,0,14554692,11368166,24962,3161564,1727701,0,1727701,50481,1005262,5471346,4093076,22222967
2013:Q3,4781901,401844,208830,340862,18136,138814,1394423,111313,511558,531622,19964,219966,1385046,332100,720074,332872,135537,57279,53933,221775,285700,92708,23204429,54177,45334,0,14725261,11563589,25098,3136574,1686206,0,1686206,50357,1020988,5622106,4109325,22531853
2013:Q4,5064337,370159,291970,348953,18053,142913,1426435,91639,544646,540934,21105,228111,1545182,331974,735517,477691,138204,57356,55788,225659,301149,98557,23623312,54386,45493,0,14982218,11834187,24487,3123544,1907530,0,1907530,50487,1033859,5549339,4316909,22875884
2014:Q1,5212145,393185,268487,357122,17011,144090,1445071,101203,549529,539757,21869,232713,1612845,331787,776550,504508,139061,57356,56597,230585,345033,102663,23986949,54585,45749,0,15240475,12098504,24003,3117968,1904195,0,1904195,50467,1043824,5647654,4460056,23234860
2014:Q2,5144624,399282,265217,351134,16128,139382,1424133,106654,540705,523678,22022,231074,1598433,331862,791798,474773,136902,58726,55837,234719,315132,103901,23907767,54594,45963,0,15187312,12047511,24035,3115766,1901117,0,1901117,50605,1054370,5613806,4408375,23171518
2014:Q3,4925088,371261,288591,357566,15930,132079,1365458,108531,518422,493594,21535,223376,1487757,331916,833020,322821,131141,59202,53524,228978,289407,102085,24178762,52358,46171,0,15367780,12255772,23857,3088151,1879601,0,1879601,50911,1062717,5719224,4261496,23515170
2014:Q4,5095931,367309,372071,361229,16352,138359,1413912,101174,541530,511632,23149,236427,1511947,331003,846248,334696,135782,59414,56431,231533,284104,110231,24502533,51166,46301,0,15604155,12480854,24374,3098927,1953917,0,1953917,51257,1070568,5725169,4396671,23803273
2015:Q1,5128581,359858,239604,372137,15744,143303,1463686,106173,562079,524263,24590,246581,1554189,330638,887282,336269,139509,61500,58824,230113,341337,117595,24707198,48718,46671,0,15754075,12606703,24131,3123241,1907289,0,1907289,50736,1095001,5804708,4405768,23984385
2015:Q2,5194696,356640,397543,364433,15484,138817,1429945,121953,539145,502354,24418,242075,1550730,329178,901363,320189,136506,61501,57350,233384,304287,117246,24858096,49668,47000,0,15827160,12670654,24650,3131856,1828643,0,1828643,50967,1103992,5950666,4513032,24176432
2015:Q3,5096049,341642,338472,366829,15603,134459,1395172,135570,516548,481234,24232,237588,1559891,326748,936547,296596,133392,61511,55906,234865,310980,116807,25256830,49574,47327,0,15960768,12812842,24095,3123831,1782062,0,1782062,50822,1118195,6248082,4458880,24619661
2015:Q4,5304429,326877,475164,374922,16161,139524,1434438,138461,527719,493787,25751,248720,1571297,324919,949665,296713,137326,61511,58384,244821,310351,124587,25663374,48938,47567,0,16310076,13168996,24554,3116526,1990304,0,1990304,51149,1126312,6089028,4657581,25016526
2016:Q1,5463961,373992,455553,378508,17636,140209,1457229,163981,523231,490583,26489,252945,1618883,327030,989749,302104,138015,63000,59046,247311,356941,128610,26034980,49753,47726,0,16565097,13407102,24439,3133556,1988299,0,1988299,51050,1154611,6178444,4813356,25384375
2016:Q2,5567530,395536,503331,375426,18615,141711,1471965,174744,521736,490126,27394,257965,1647038,328182,1001136,317720,139288,63211,60060,252811,335169,133451,26122988,49401,48043,0,16572175,13391647,24556,3155972,2011281,0,2011281,51245,1167269,6223574,4898839,25454297
2016:Q3,5651758,395886,493874,370405,19889,147050,1502728,166466,535263,502638,29073,269288,1689290,329611,1036653,323026,143448,63231,62720,260794,327500,142090,26383232,49294,48370,0,16797049,13621965,24363,3150721,2039742,0,2039742,51261,1179454,6218062,4960438,25691912
2016:Q4,5682741,348535,547053,382878,21562,144995,1482521,164064,529928,489712,29308,269509,1708717,333009,1049293,326415,142087,63258,62237,266107,339127,143679,26748610,47476,48536,0,17055305,13880222,24459,3150624,2122090,0,2122090,51263,1198639,6225301,4995246,26061115
2017:Q1,5521511,374876,239982,376959,20899,147731,1518578,176320,542127,492915,30517,276699,1742435,333576,1087035,321824,144332,64093,63814,260691,385982,150050,26758341,47918,48781,0,17085423,13923005,24228,3138190,2076919,0,2076919,50978,1213348,6234974,4824111,26060941
2017:Q2,5553789,375467,325449,372776,20522,148814,1528104,176763,548326,490418,31404,281193,1738139,333922,1098281,305936,145210,64127,64690,265288,317470,154853,26788376,49138,48986,0,17125587,13965794,24391,3135402,1992605,0,1992605,50851,1230572,6290637,4863934,26098521
2017:Q3,5644073,386972,297282,378396,21271,149925,1550606,190352,554671,487896,32311,285376,1764871,337581,1133577,293713,146234,64764,65585,270659,353244,159757,26927500,49912,49175,0,17301026,14156063,24368,3120595,2105422,0,2105422,51013,1247157,6123795,4958030,26241457
2017:Q4,6071160,389459,372506,397391,21868,155435,1599755,189975,577403,499388,34198,298791,1793457,339475,1145579,308403,150593,64764,68425,272418,582306,169533,27201562,50294,49381,0,17609875,14434589,24395,3150891,2166903,0,2166903,51090,1260839,6013180,5348164,26478566
2018:Q1,6163021,399164,431862,392017,20619,148949,1560346,209220,555569,472352,33445,289760,1824154,341190,1181633,301331,145882,64764,65984,276552,632204,166217,27765973,51344,49517,0,18051970,14894690,24662,3132618,2170439,0,2170439,51194,1298627,6092882,5470238,27073190
2018:Q2,6227839,378279,471165,386150,19992,153130,1600259,212956,573493,479206,35079,299525,1831847,343493,1191632,296722,149249,66042,68263,286047,605418,174763,27877115,49674,49617,0,18089675,14933718,23511,3132446,2176356,0,2176356,51040,1311504,6149249,5520763,27170039
2018:Q3,6388126,361383,516231,391903,19484,158265,1648117,214912,595145,488628,36978,312454,1859886,345563,1224371,289952,153332,66092,70996,300461,620644,184653,28227171,49274,49691,0,18375225,15227623,22822,3124780,2209861,0,2209861,51221,1348263,6143636,5664565,27503610
2018:Q4,6448218,385260,538820,405428,19778,156165,1622193,207826,589650,475557,37203,311957,1871585,348126,1236272,287187,151948,66092,70494,305672,630104,186197,28994775,49117,49762,0,18702016,15566216,22940,3112860,2295921,0,2295921,51284,1382543,6464132,5735117,28281674
2019:Q1,6520053,389512,469191,407184,20660,159002,1664313,224941,602818,477456,38612,320486,1907314,350129,1269571,287614,154321,66092,72224,306463,671530,193666,29219007,49027,49865,0,19008286,15888708,22201,3097377,2253169,0,2253169,51793,1427042,6379825,5796349,28495303
2019:Q2,6486474,419350,395989,408163,22147,162000,1698341,232398,616696,479559,40089,329599,1901481,348133,1278347,275001,156825,67441,74046,312646,625045,201499,29162231,49096,49930,0,18986295,15884286,21997,3080012,2167301,0,2167301,51690,1445132,6412787,5761261,28437018
2019:Q3,6590506,438380,514637,412799,24464,160259,1679031,229035,610065,474402,39658,325871,1946325,354223,1310988,281114,155495,67459,73250,316760,559821,199333,29672664,48146,49994,0,19402080,16303690,21455,3076935,2311911,0,2311911,52098,1450088,6358347,5866151,28948309
2019:Q4,6656696,446854,546286,425466,26537,158334,1657650,225291,612612,458835,39182,321730,1985794,357898,1319245,308651,154027,67459,72370,315895,559494,196940,29943605,48835,50071,0,19762927,16628907,21211,3112809,2410878,0,2410878,52181,1467175,6151538,5906052,29192961
2020:Q1,6836124,470875,661261,432265,33735,153510,1636816,234774,613088,439112,37988,311854,2032229,369789,1350598,311842,150344,68757,70165,306401,599173,177540,31077602,48199,50180,0,20257324,17115829,21184,3120311,2423802,0,2423802,52034,1501024,6745039,6079439,30320917
2020:Q2,8580075,512912,1892670,431782,38301,166254,1758389,216957,783419,413301,41133,303579,2168950,382036,1355774,431140,160078,182767,75993,302851,651324,189084,33870102,48584,50256,0,23030923,19867035,21019,3142869,2524998,0,2524998,52024,1525219,6638098,7644911,32934938
2020:Q3,8837135,545155,1962957,435701,38644,167757,1782697,206177,834702,394164,41509,306145,2286286,392349,1379411,514526,161227,182982,76678,315634,628033,201413,34597138,49709,50374,0,23539874,20340181,20151,3179542,2582058,0,2582058,52363,1544784,6777976,7832506,33592509
2020:Q4,8908695,546547,1961951,414593,40208,171253,1834649,200767,873197,403396,42384,314905,2322251,405606,1380988,535657,163887,183306,78267,325509,626574,185510,34903299,50864,50455,0,24174812,20946158,20207,3208447,2676792,0,2676792,52371,1555830,6342175,7855231,33849835
2021:Q1,8282825,494310,1365961,416077,44277,168247,1853343,240748,871477,392897,41644,306577,2360923,402050,1410110,548763,146768,122253,62406,336632,675563,185389,35222300,50050,50530,0,24600349,21347365,19827,3233157,2617878,0,2617878,52655,1603183,6247655,7225759,34165234
2021:Q2,8286174,513507,1152352,393313,47324,190925,2147465,236453,1181841,387684,38540,302947,2371936,398716,1413926,559294,147995,110753,55103,346466,600691,156696,35409940,50375,50586,0,24970542,21699043,19826,3251673,2624752,0,2624752,51807,1637483,6024395,6920776,34044542
2021:Q3,8046917,619614,537670,386648,50151,196468,2202856,233416,1217331,399639,39971,312499,2448471,396274,1436411,615786,152286,97371,57159,356861,723717,165330,35739195,161826,50674,0,25134876,21846135,19501,3269240,2606531,0,2606531,52742,1657030,6075516,6640369,34332647
2021:Q4,8378451,635858,756062,384954,55513,201044,2237622,228160,1265517,403926,40793,299226,2475975,393483,1436356,646136,154700,91770,58332,371003,730040,172881,36114375,160760,50827,0,25856837,22557536,19787,3279514,2749723,0,2749723,52648,1671746,5571834,6939876,34675800
2022:Q1,8744684,671002,1007344,377863,56149,193784,2184470,247217,1236381,382323,38866,279683,2551991,395053,1454955,701983,148929,92069,55548,382784,817868,153179,36753137,158785,50821,0,26521557,23246108,19397,3256052,2793050,0,2793050,52869,1692203,5483852,7328503,35336956
2022:Q2,8882221,633339,1150732,355541,57912,199628,2262117,252483,1281448,397804,40701,289681,2579825,398072,1457100,724653,154401,90322,58181,395576,734536,161269,36938370,152511,51003,0,26533087,23253368,19721,3259998,2820066,0,2820066,52795,1703970,5624938,7429090,35485239
2022:Q3,8691642,590336,997136,354582,60498,198124,2246120,252928,1275657,391327,40297,285911,2612580,402730,1479134,730716,153199,90657,57601,401689,723588,157979,37318948,147009,51185,0,26886883,23616710,19352,3250821,2874946,0,2874946,53041,1707259,5598625,7243538,35870844
2022:Q4,8664549,634831,815150,371601,65274,200642,2287272,261118,1303527,394226,40861,287540,2642294,427363,1487313,727618,154878,88282,58421,405263,734839,153954,37162339,152863,51367,0,27093626,23844978,19799,3228849,3009882,0,3009882,53018,1727704,5073879,7196980,35694770
2023:Q1,8650670,680930,544107,363437,69575,210208,2381580,253243,1368917,414460,43298,301662,2646645,420945,1499651,726049,162144,88548,61883,407262,813399,168769,37670220,154516,51549,0,27534900,24282042,19743,3233115,2969996,0,2969996,53530,1777744,5127985,7116732,36136282
2023:Q2,8782829,662257,764228,371090,70442,213032,2413799,255316,1391408,417377,43902,305796,2585442,414138,1490108,681196,163999,88130,62801,416139,750132,170469,38168081,152775,51731,0,28034722,24772373,17991,3244358,2999394,0,2999394,53480,1805920,5070059,7233289,36618541
2023:Q3,8905604,651191,1016751,366543,71483,209623,2381306,261809,1376247,404548,42868,295834,2547161,409438,1463067,674656,160913,88866,61310,432564,706150,162955,39247538,151041,52434,0,28887941,25630167,19567,3238207,3042800,0,3042800,54197,1838441,5220684,7368438,37710372
2023:Q4,9201177,709997,1151564,375546,72034,219788,2499916,265917,1452091,426040,45558,310310,2518833,404425,1462190,652218,168879,82130,65137,437705,677034,174824,39691423,154107,52616,0,29497931,26226569,20177,3251185,3249332,0,3249332,54333,1880868,4802236,7587724,38077970
2024:Q1,9396416,745319,1162012,374474,72548,222951,2532301,268455,1482510,429467,46272,305597,2546703,407952,1488625,650126,170978,82135,66145,432090,760213,180895,40145380,152083,52798,0,30097302,26808608,19946,3268748,3235224,0,3235224,55248,1897941,4654784,7751629,38500593
2024:Q2,9423137,775740,1153865,372549,73569,228857,2588679,264933,1521785,440845,47498,313618,2559634,411377,1484906,663351,174630,81518,67898,439480,674560,185687,40326322,151083,52980,0,30227934,26903135,20219,3304580,3254688,0,3254688,55255,1929609,4654773,7730715,38633900
2024:Q3,9865143,860624,1257673,370304,77124,243691,2722522,270284,1606342,465340,50137,330419,2609898,413897,1515691,680310,182490,81964,71670,446095,699793,196005,40919943,155795,53087,0,30942116,27586426,20262,3335428,3315742,0,3315742,56311,1951804,4445088,8072732,39127532
2024:Q4,9682105,849167,1119056,375573,81912,237482,2677663,263600,1579135,457458,49288,328182,2614379,417577,1517974,678828,179961,80425,70456,448826,714825,192685,41651037,149795,53103,0,31508565,28139470,20455,3348640,3482275,0,3482275,56507,1985028,4415764,7929594,39898526
2025:Q1,9712749,980746,804991,369186,83405,242656,2760898,294011,1613539,467425,50362,335561,2647464,421358,1539518,686588,183159,80145,71991,455563,793881,196883,42185619,152617,53007,0,31843793,28447272,20694,3375827,3452321,0,3452321,57624,2019914,4606343,7936579,40409449
